locus_tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
lp_0023,0.007699831,0.011039208,-0.001141648,0.020728732,-0.002313228,0.016373383,0.015291832,0.007126734,-0.00577489,-8.87E-05,-0.005280082,-0.010270915,-0.001196704,0.000182252,0.006229108,0.001770541,-0.006572005,0.02742951,0.011572585,0.000440766,-0.004088974,0.008091776,-0.033292665,-0.00740639,-0.005276392,0.00271307,0.009450811,-0.002050114,0.027945914,0.006545104,-0.018176005,0.012809776,-0.02902698,0.006083598,-0.007573251,-0.000859573,-0.000896326,0.000571917,0.013112493,0.003633694,-0.006193927,-0.035300306,-0.007537506,-0.00112441,0.022714933,-0.013003167,0.001648971,0.004164459,-0.013420124,0.006698558,-0.013725148,-0.005423884,0.01972569
lp_0024,0.00370514,-0.003618208,0.002177943,-0.00676343,-0.003404536,0.025644403,-0.008957129,0.003832124,0.001009824,-0.001293325,-0.000829584,-0.00222405,-0.015063198,0.013530571,-0.004319304,0.010077591,-0.00638171,0.013586914,-0.017200593,-0.000703291,-0.003194261,0.006871777,0.003122635,-0.010844702,0.009276607,0.017358326,0.014836931,-0.000522316,0.005444527,0.0009115,-0.001161645,0.008887721,-0.026738638,0.002000909,-0.009347684,-0.011599592,-0.005406894,-0.000113387,-0.002291328,-0.001329762,-0.000504367,-0.012797426,0.004220213,0.003914588,0.007581745,-0.005584263,0.006328483,0.015016575,-0.016236571,-0.004559924,-0.010393937,0.000171493,-0.005417384
lp_0025,0.019113634,-0.009102339,0.000783398,-0.005753376,0.001440258,0.019259741,3.80E-05,0.000504209,0.001450634,-0.002150486,3.30E-05,-0.010038989,-0.017207107,0.009062011,0.004249634,0.003801966,-0.012453381,-0.007184587,-0.002191714,0.009446039,-0.005510589,-0.001343088,-0.005044533,-0.005570721,0.013146793,0.019217045,0.007853973,-0.001187589,-0.005722175,0.020570381,0.016205847,0.011608675,-0.013590705,0.003535556,-0.010452356,-0.005578383,-0.01005621,0.003389814,-0.003994039,0.005076837,-0.006009703,-0.011496047,-0.003609723,-0.015184422,-0.014801219,-0.0057447,0.003630127,0.017107514,-0.015968608,-0.008064922,-0.021296442,0.000858785,-0.020181555
lp_0026,-0.004879195,-0.022298885,0.002382755,-0.009650071,-0.008268669,-0.008449404,0.001525249,-0.00109387,0.01154856,0.004366819,-0.015954045,0.000560899,-0.04951392,0.008733388,0.009138919,-0.001701589,-0.012550239,-0.001011854,-0.003257529,-0.031962211,-0.012210708,-0.000360933,0.003024964,0.001499418,0.022491807,0.0013133,-0.008993005,-0.001024329,0.011284408,0.043594446,-0.042808165,0.000503081,-0.013294814,0.00241102,-0.004149635,0.01379375,-0.0113273,0.017656844,-0.005270527,-0.023561422,0.0133991,-0.008688078,-0.019375702,0.004065343,-0.000474641,-0.006337781,0.00775835,-0.018992246,-0.002218534,-0.010668414,0.022427485,-0.010105855,-0.002649335
lp_0027,0.002564554,0.020187451,0.009023731,0.00304357,0.01370454,0.012261489,-0.00897584,0.013988847,0.003883278,0.017504023,-0.006650362,0.006004833,-0.011329785,0.00997046,-0.007743436,-0.025174237,-0.005549428,-0.000763035,-0.002093705,-0.00720317,0.022735788,0.029480338,-0.00318625,-0.009862936,0.008382798,-0.005347948,0.00302228,0.004699037,0.000500357,0.017168316,-0.01275698,-0.01177615,-0.012583101,-0.000645638,0.003929752,0.006728643,0.007176264,0.054394446,-0.008333993,-0.009733662,-0.004271026,-0.015744705,-0.012455259,0.004488769,-0.015627626,-0.022456946,0.002172962,0.017209109,0.000666827,0.015555211,0.01372269,-0.013627041,0.001628422
lp_0028,-0.001470775,0.016765811,0.002219721,0.004093398,0.00102812,0.007605755,-0.00215685,0.02097695,0.003546525,0.015339541,-0.010223833,0.008379187,-0.017163004,0.011983753,-0.006242062,-0.012516744,-0.001142437,0.00044564,0.004795675,-0.022361226,0.023572814,0.020124076,-0.003685452,-0.002816752,0.001340051,-0.01552215,0.00098513,0.00288218,0.00252241,0.007162796,-0.014837704,-0.00972831,-0.016234441,0.001642501,0.002709952,0.009430987,-0.010536001,0.034736315,0.006930653,0.000720957,0.004773406,-0.01386086,-0.003291763,0.001269339,-0.011266271,-0.023448755,0.008703965,0.018370375,0.00934997,0.006322057,0.016189976,-0.001683648,-0.000649746
lp_0030,-0.00294184,0.008313788,-0.020458186,0.008057765,-0.016010426,-0.020363474,-0.008100839,0.001225749,0.003371133,0.009481237,-0.01216795,-0.001587526,-0.018393227,0.020229341,-0.009998754,0.003183746,0.01187279,0.007226528,0.00965214,-0.001135031,-0.001072551,0.011198827,-0.006024959,-0.010429635,0.010949424,-0.030781193,-0.001144782,0.007955482,-0.005507283,0.008757207,-0.003788584,-0.010376304,0.001001581,-0.00341329,-0.000941303,0.005326526,-0.009908326,0.014554152,0.003939888,-0.013677059,0.009446008,-0.008305921,-0.004502802,-0.010430355,0.003160236,-0.010769994,-0.007097939,-0.015437589,0.00152953,0.000869312,0.052417325,-0.046185139,-0.006088446
lp_0031,-0.000404667,0.017781645,-0.00429743,0.008784734,0.005167198,0.012196135,0.002030192,-0.00010702,0.001961774,0.012696463,-0.008162989,-0.001810271,-0.014217559,-0.010648653,-0.003704869,0.009960077,-0.003123994,0.004072539,0.007573362,-0.010528752,-0.00658078,0.000511321,0.000663883,-0.005032437,0.004144624,0.008564168,-0.026968022,-0.002483118,5.76E-05,-0.015708803,0.021087668,0.002832987,0.002800183,-0.01061668,-0.00691659,0.008486469,0.017150286,-0.009021189,-0.00097927,0.013810211,-0.01836465,-0.004235413,-0.00256999,-0.010289253,-0.013107243,-0.008309593,0.002682742,-0.024691598,-0.005131022,-0.008873411,0.040380699,-0.011684406,-0.010957704
lp_0032,-0.00195854,0.020209341,-0.006858519,0.010465083,0.00824704,0.01032131,0.003675509,-5.29E-06,-0.00337531,0.007668058,-0.008898331,0.004876512,-0.015778646,-0.009947279,0.003026461,-0.011661137,-0.001075806,-0.000709801,0.005801272,-0.007810156,-0.003168703,-0.008419701,-0.028779849,-0.003056323,0.011089231,0.006690785,-0.025627708,0.00114213,0.000272498,-0.007553072,0.016551694,0.003399664,-0.010622416,-0.003029379,0.010967067,0.015958526,0.027494657,-0.004093504,-0.00881723,0.020370374,-0.01576478,0.000143417,-0.013621086,-0.007132596,-5.01E-05,-0.003481436,0.008357493,-0.023190098,-0.008155331,-0.002646686,0.044969174,-0.008414744,-0.004731543
lp_0036,-0.0073241,0.009901936,0.002849924,0.015971114,0.004352817,0.008295834,-0.003329384,-0.015767377,-0.013486677,0.015051062,-0.008468483,0.007973731,0.006133303,0.006459066,-0.008559081,-0.00630548,0.004975515,-0.004329941,-0.002500224,-0.012084337,-0.004131997,0.006430448,8.72E-05,0.007771116,0.006392904,-0.011784596,-0.010498473,0.006693403,-0.003062648,-0.008770446,0.027133569,-0.000539168,0.002885088,-0.009058604,0.008169068,-0.000588741,-0.001209971,-0.000749582,-0.010926939,0.002199845,0.019370224,0.004901681,-0.002780219,-0.005477872,-0.008866812,-0.015748422,0.009109273,-0.007373957,0.00635864,0.006014167,-0.002692033,0.003791793,-0.006262838
lp_0037,-0.00276857,0.01108372,0.003660537,0.013123481,0.000645304,-0.000369733,-0.001125042,-0.009175966,-0.006823751,0.010923012,-0.004323997,0.011741225,0.000652735,0.011536779,-0.004456409,0.003717696,0.001020584,-0.000328837,0.004279367,-0.009225337,0.002620202,0.002617459,0.004911492,0.001386263,0.002526277,-0.000169321,-0.003228284,-0.00045976,-0.00389771,-0.005651581,0.012411273,-0.004074362,-0.003240568,-0.00353271,0.003528943,0.00268289,-0.003021866,0.008854262,-0.011686082,0.004272784,0.01546373,-0.00175077,0.00651993,-0.000605576,0.003651631,-0.010024764,0.005117264,0.004225219,0.00704154,-0.00044725,-0.003977073,0.007628897,-0.004924809
lp_0038,-0.005568478,0.01735585,0.002312813,0.008010097,0.004670728,-0.003134682,0.000650087,-0.010338037,-0.006793875,0.007526273,-7.60E-05,0.008961281,0.002577967,0.009305278,-0.004580199,0.002742683,-0.001413793,-0.000926178,0.0057882,-0.001051327,-0.006011851,0.008173718,0.000383627,-0.004184698,-0.005676132,0.007198739,0.001723686,-0.003782695,-0.001290474,-0.015709294,0.008477723,-0.001815499,-0.006950398,-0.001634828,-0.002182425,-0.000376595,-0.001017,0.020542892,-0.014645062,0.000407879,0.013547758,-0.005452709,-0.003346769,0.002039598,0.001323304,-0.007373131,-0.001781354,0.006127145,0.005080118,-0.00080041,-0.002414283,0.006536539,-0.000937221
lp_0039,0.000897836,0.01609271,0.004014644,-0.005473439,0.008096279,-0.006029073,0.000770916,-0.00816938,-0.002213348,0.006871572,0.000545599,0.009844779,-0.000564414,0.008864092,-0.002412264,-0.007784481,-0.005060287,-0.001128291,-0.000598139,0.009730755,-0.008447034,0.008247114,-0.008525814,0.002539804,0.005237804,0.010394051,-0.001940288,-0.004352132,-0.001259562,-0.021219422,0.00346724,0.005122559,-0.010923346,-6.92E-06,-0.001228923,-0.000592272,-0.008672894,0.010417501,-0.010346214,0.003547606,0.010486793,-0.010905591,-0.002545052,-0.003626589,0.002261607,-0.005777693,-0.001214366,0.001968413,-0.007234932,-0.00124521,0.007066599,-0.004662571,-0.000443288
lp_0041,-0.000482181,-0.008356122,-0.00400306,0.013082318,-0.004539834,-0.007103061,-0.001410784,0.000182644,0.002941355,0.007633803,-0.004911083,-0.000148247,-0.023398739,0.007908435,-0.001323812,-0.012961157,-0.004653967,-0.004759117,0.010290642,-0.028166758,0.001415468,0.013094087,0.006853848,-0.000543056,-0.003520714,0.003279685,-0.001511259,-0.004308008,0.015152727,-0.002075627,0.010703138,-0.003376711,0.000564392,0.004988469,0.004290988,-0.005871896,-0.004405228,-0.008369974,-0.006908744,0.009305008,-0.001993158,-0.003050731,-0.001498958,-0.010213009,-0.001550895,-0.00421107,-0.003203646,0.002050351,0.002800342,-0.001282701,-0.007876659,0.004876535,-0.006999747
lp_0043,0.003265831,0.001249957,-0.000832494,-0.01803699,0.001622638,-0.009869212,-0.000463431,-0.000348593,-0.000338973,0.010493237,0.002241487,0.01106336,0.002716796,0.010616477,-0.004691508,-0.010651113,-0.00299592,-0.003417284,0.004994805,-0.014713287,0.005296196,0.009969663,0.006697979,0.007055116,0.000299709,0.006740968,-0.005020236,-0.003699765,-0.00241398,-0.00408262,0.00522525,-0.012929177,0.017913695,-0.001365859,-0.004819386,0.001942417,0.010899662,0.022945576,-0.003250425,-0.003373412,-0.00180276,0.012691502,-0.008955289,3.72E-05,0.006875189,-0.007728931,-0.007469216,0.00769458,0.003159319,0.003788393,-0.010909927,-0.004923125,0.000566165
lp_0045,-0.011518372,-0.019909026,-0.009949678,-0.002294175,-0.001431247,-0.000268854,0.013866822,-0.014526956,0.005169374,0.002287996,0.004606339,0.018841407,5.83E-05,-0.015363732,-0.012139913,-0.000541294,-0.009351506,-0.003713747,-0.013189791,-0.038196067,-0.029183343,0.010883076,0.011144494,-0.000824218,0.008299168,-0.027866111,-0.012822259,-0.009866404,0.012162969,-0.013442046,0.000763979,0.042309766,-0.003100769,-0.000962988,0.012475232,0.004276367,-0.00162535,-0.013468711,0.042447541,0.003037573,0.016371825,0.001061143,0.001890338,-0.000109735,0.003204166,-0.017948503,0.003665648,0.008097917,-0.044015409,0.019833495,0.011656324,0.000547457,0.003991668
lp_0046,-0.001811726,-0.00471084,0.004761628,0.03504796,-0.009771143,0.000236209,-0.00198445,-0.001730813,0.012911341,0.000625383,0.029257148,0.033868993,0.021321004,-0.016730141,-0.057178465,-0.006925516,0.002769985,-0.006242315,0.000502767,-0.000725474,-0.005571598,0.02813754,0.034426544,-0.004390045,-0.066885212,-0.024135823,0.013082423,0.000255358,0.027661836,0.036187313,-0.005742203,0.013505939,-0.001424363,0.003222674,0.030759879,0.001284908,0.004328126,-0.021575236,0.001201138,-0.017613374,-0.026012973,-0.014667326,-0.004403351,-0.014856261,-0.016685432,-0.004144467,-0.007135504,-0.003729407,-0.000515651,0.01765561,-0.003769913,0.017045169,-0.001641552
lp_0047,0.012055657,-0.001676746,-0.010762993,0.000594848,-0.006189585,-0.005884221,-0.001743202,-0.002712962,-0.007330635,0.004716512,0.021982903,0.01663219,0.0103179,-0.008777329,-0.028473507,-0.000559162,0.002223677,0.034181243,0.040937338,-0.010269397,-0.002665033,0.025109136,0.000264245,-0.00855716,-0.032257504,-0.012875294,0.001450608,-0.009525684,-0.014091174,0.009496969,-0.0085625,0.000815515,-0.010334413,0.002687511,-0.026783706,-0.017164045,0.000335484,0.002241082,0.022762247,-0.013039396,-0.019400794,-0.00862048,-0.006287833,-0.012613093,0.023405264,-0.003743941,-0.01692134,0.013806731,-0.014906568,-0.00227379,-0.003725632,0.007859444,-0.00096221
