locus_tag,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
lp_0601,-0.000192171,0.01051157,-0.00394481,0.003927364,0.001576512,0.00340877,0.002003753,0.011299264,0.002744845,-0.00353171,0.000714202,-0.006384474,0.002594844,0.010259076,-0.011462001,0.010947862,-0.011541634,-0.004375578,-0.005472314,0.000697332,-4.83E-05,-0.007914292,0.001143549,0.01364945,0.001425706,0.003361413,-0.008819976,-0.006672679,0.00487159,-0.009070797,0.001776964,-0.00537646,-0.002407583,0.001289589,0.003200838,-0.009243249,0.020804516,0.013028827,0.001689384,-0.004819296,-0.009268199,0.016505976,-0.006398967,-0.001539868,-0.001930911,0.009628481,-0.009722393,-0.010450702,0.010757942,-0.008205016,0.007958741,-0.002992465,-0.004817137
lp_0602,0.001216941,0.014541215,-0.007013117,0.002685177,-0.002314164,-0.002872047,0.008132338,0.002635449,-0.006477508,-0.003047526,0.001126948,-0.009316644,0.006239532,0.0033153,-0.001286493,0.004849884,-0.000237784,-0.000299107,-0.003261508,0.002907253,-0.016313019,-0.005969616,0.000731735,0.009581346,0.006613762,-0.009133301,-0.002733559,-0.012280557,0.005430088,-0.016117076,0.001919944,-0.009520733,0.002029564,-0.000734665,-0.001026108,-0.001358728,0.013898304,0.002223906,0.001714377,-0.012291271,0.00378772,-0.00944098,-0.004070157,0.000689366,-0.005949186,-0.004967181,-0.000252475,0.005954097,0.017948542,0.001620676,-0.009203705,0.002075963,0.000696801
lp_0603,-0.015048044,0.01314365,-0.009021133,0.004659744,-0.000826097,-0.00591453,0.00887676,-0.002011523,-0.007750137,-0.001654022,-0.001221802,-0.008086217,0.004025036,0.002356321,-0.003520462,0.001921076,0.004409453,-0.003829334,0.006521906,0.016549127,-0.010092774,-0.012947604,-0.004591308,0.008661532,-0.016217082,-0.011409269,-9.78E-05,-0.00846803,0.001985556,-0.013932507,-0.002783836,-0.016159106,-0.00877959,-0.013070221,0.003896717,-0.004495394,0.013802975,-0.014002508,0.006601828,-0.011625869,0.001877474,-0.006635706,-0.003745072,0.001051532,-0.020394713,-0.002928867,-0.001036079,0.003227705,0.01565103,-0.00904425,0.011971245,-0.006855157,-0.011491619
lp_0604,0.005966637,-0.009172595,-0.007293813,0.018155554,-0.000750913,-0.004501746,0.012894853,-0.006910587,-0.003712194,-0.002701705,-0.001443397,-0.013911524,-0.005622147,-0.007560548,-0.001823881,-0.001556657,-0.003212506,-0.003192997,0.003319879,-0.021382554,0.011492364,-0.003217265,0.002207153,-0.006618248,-0.004280498,-0.013231781,0.009664274,-0.00393638,-0.005493453,0.00481284,0.003964092,-0.002262868,0.018610852,0.006164989,0.004172185,0.011661232,-0.004113674,-0.015962515,0.009829718,-0.004572503,0.001612751,-0.005003017,-0.015712503,-0.000245582,-0.005785746,-0.001336767,0.003258074,5.57E-06,-0.00474375,0.004230633,0.009510944,0.008472072,0.018920226
lp_0606,-0.001073971,-0.001135993,-0.009224091,-0.003544575,-0.001325657,-0.008596122,0.003578442,0.0085841,0.000874183,0.001393766,0.005679772,0.007366467,-0.00574814,0.012108071,-0.00344005,-0.014628396,-0.001415791,-0.003639032,0.007194538,-0.003822157,0.009858585,0.008455375,0.008685212,0.011225769,0.001861346,0.008480655,0.01552434,-0.014081619,0.026844419,-0.011286885,0.003958083,-0.00788302,0.020254989,0.003247139,0.006159227,-0.005555904,-0.007294039,-0.007747103,-0.009380614,0.001094191,0.003833903,-0.009883709,-0.001396916,-0.001585332,0.004371098,-0.001313921,-0.006028258,-0.0120806,0.016365512,-0.007144088,-0.012234532,-0.002214859,-0.005051995
lp_0607,-0.002876171,-0.00570027,-0.008355273,-0.0071421,0.000596112,-0.001589252,-0.000290734,0.003961591,0.002948121,0.001282124,0.007528718,0.018693812,-0.003903241,0.010847752,-0.0056133,-0.01105059,-0.00276771,-0.009248869,0.000812476,0.002940493,0.00352609,0.008832597,0.010211721,0.009827845,0.000222365,0.012088201,0.00434751,-0.011873296,0.006423774,-0.012119287,-0.003700869,-0.009490297,0.006415188,-0.008560252,0.001931304,0.005225023,-0.015729102,-0.008595582,-0.0115058,0.002462806,0.005096711,0.000769683,0.00063234,-0.005277233,-0.002408837,0.000447889,-0.005846311,-0.021311423,0.009142417,-0.01536156,0.011160634,0.00042564,-0.000962646
lp_0609,-0.002412667,0.01034285,0.00247801,0.016677254,-0.009667872,0.004853122,-0.00290521,-0.009227883,0.00455292,0.012405327,-0.00924633,6.38E-05,-0.006345217,0.009107888,-0.003483268,0.000570703,-0.00379799,-0.006975836,-0.001072118,-0.003108462,0.002178501,0.008577938,-0.011175562,-0.012449936,-0.005540824,-0.019196361,-0.003017555,-0.001295569,-0.006072834,-0.011077626,0.005594564,0.010085623,0.003596565,0.005274016,0.007173279,0.008264503,0.013278006,-0.015330546,0.001186213,0.003110383,0.012711895,-0.01518866,-0.019171665,0.002439107,0.000391028,-0.008990662,0.005940544,0.022556684,0.00869229,-0.009164162,0.005515983,0.005070742,-0.004938919
lp_0610,-0.004280466,0.004933221,-0.007390461,0.008605265,0.001209831,0.000770159,0.00078245,0.003990638,-0.00038248,0.003071032,2.68E-06,-0.00990055,0.00663897,0.003909712,-0.008620045,0.019726817,0.005340702,-0.004838468,-0.000673799,0.0067142,0.005253797,0.002537058,0.004356057,-0.000300004,-0.000126192,-0.008029552,-0.001313745,0.002049545,8.89E-05,0.001684842,-0.020827922,0.003254393,-0.000659344,0.005640033,-0.004593624,-0.004566815,0.001414188,0.005814738,0.004339474,0.007188999,0.009977549,-0.022076264,0.010598185,0.003805903,0.000522692,-0.006631126,-0.001543566,-0.001209811,0.001387209,-0.002878585,-0.005588371,0.002186943,-0.004109662
lp_0611,0.007659166,0.011123701,-0.005445956,-0.008425285,0.002504715,-0.007248649,-0.001030851,0.011218023,0.000482716,-0.004279172,0.000413924,-0.014293548,0.008234124,0.004787278,-0.008195299,0.015348104,-0.001646739,-0.005171931,-0.001296663,0.014494186,-0.00170444,0.00523512,0.012329068,0.00983201,0.001440305,-0.001833606,0.002722372,-0.001275921,-0.000640085,0.002000086,-0.009093907,0.000611911,-0.003772137,0.012684384,-0.000480947,-0.009156096,0.00967555,0.009815665,0.018043132,0.004837503,0.002931711,-0.03013339,0.010089599,0.004463537,0.007643981,-0.002417907,-0.003239003,-0.002458469,0.004187369,-0.024795568,-0.009651409,-0.002607194,-0.002476256
lp_0612,-0.00619326,0.012745356,-0.003423418,-0.028869326,0.005374533,-0.004282961,-0.002528589,0.011832069,0.005191603,-0.004472834,0.003052348,-0.01506117,0.008131145,0.006578901,-0.008847217,0.009238144,-0.000918668,-0.004124581,-0.001304041,0.014593682,-0.003565597,-0.000126182,0.006592161,0.018595683,-0.001526071,-0.000293112,-0.000552993,-0.005942068,0.012345887,0.001017965,-0.01939845,0.004620276,-0.017333281,0.00631272,-0.003853276,-0.01095164,0.007469413,0.011349988,0.006234777,0.003180129,-0.00085037,-0.033326101,0.00895921,-0.003627974,0.000149723,-0.003952214,-0.001704932,-0.015415932,-0.001421288,-0.016601893,-0.022007705,0.001436902,-0.006810449
lp_0613,-0.008408049,0.003144736,-0.003447184,-0.003539293,0.010979055,-0.004561825,-0.005544921,0.011716957,0.005228204,-0.006455265,0.003183213,-0.019035846,0.009201013,0.004714192,-0.006014167,0.006489777,-0.001148545,-0.001433159,-0.00216032,0.016399495,0.0023634,-0.008430553,0.010511017,0.015573604,-0.011117358,0.00567338,0.001835045,-0.004489387,-0.014056648,0.005648278,-0.023824941,0.000503828,-0.012783791,0.003706315,-0.007221752,-0.017116623,0.012459697,0.014846384,0.011456403,0.001009309,-0.001135258,-0.025220847,0.009425583,-0.002663069,-0.00115955,0.001966618,-0.004449098,-0.019453463,0.006948241,-0.011911007,-0.02249173,0.007484611,-0.006325779
lp_0614,-0.005716033,0.002805038,-0.005183842,-0.006108378,0.009332194,-0.002902933,-0.000688245,0.00882442,0.004690339,-0.005785245,0.009649877,-0.020043114,0.010320595,0.006332934,-0.006137478,0.013841012,-0.001677253,-0.000762389,-0.001909127,0.017393458,-0.001220548,-0.001780974,0.026939723,0.024565718,-0.007601047,0.009145046,0.003385959,-0.00564296,-0.009260119,0.020228923,-0.019062962,0.007053653,-0.013465878,-0.000473649,-0.009106999,-0.025523251,0.003807116,0.005447974,0.006486897,0.004999102,0.003658893,-0.025763366,0.006847183,-0.009494735,-0.005779092,-0.001105385,-0.004754969,-0.009203999,-0.004631855,-0.01746812,-0.021255669,0.004280017,-0.001596937
lp_0615,-0.01068042,0.008153414,-0.00276509,0.010018713,0.010661502,0.008330325,-0.006385035,-0.000979159,0.003209361,0.002629102,0.005558106,0.001831462,0.008346071,-0.00482052,-0.009327575,0.018073487,0.006173716,-0.002996666,0.005247781,0.003916391,-0.002479941,0.001182763,0.008577542,-3.49E-05,-0.010516049,0.003316777,-0.009957205,-0.001774587,-0.009367223,-0.005671567,0.000198954,0.001972046,0.007568278,-0.000855463,0.007855691,-0.008228575,0.002571484,-0.006973865,-0.00080281,0.003521233,-0.003959654,-0.009802271,0.014313747,-0.000425974,-0.005781759,-0.002779788,-0.008125168,-0.006380739,0.003854141,-0.014063526,0.001859356,0.021908374,-0.008035399
lp_0616,-0.000139432,0.01327987,-0.003976131,0.008703924,0.014400021,0.008923246,-0.002647606,-0.001868125,0.005847986,0.005056969,0.006216072,-0.003374162,0.011354703,-0.001008364,-0.012097548,0.016531619,0.002924127,-0.007822588,0.00400255,0.012564535,-0.003964149,-0.005452788,0.003428048,0.000913611,-0.006745934,0.009014521,-0.016549344,-0.002624503,-0.004869971,-0.006719566,0.001104626,0.010899093,-0.000489175,-0.001529878,-0.00682725,-0.005298942,0.004002159,-0.012573816,0.002793543,0.002291839,-0.003914603,-0.0063581,0.012078822,-0.004248984,-0.002714339,-0.002267709,-0.006572545,-0.011399907,0.001763956,-0.014961265,0.006327708,0.022924776,-0.012132327
lp_0617,0.004937329,-0.021678553,0.005730687,-0.003409661,0.008529799,0.004525919,-0.009360602,0.001620782,-0.000561616,0.003539533,0.00191598,0.021775849,0.019955653,0.007430235,-0.005157308,0.002456784,-0.004655721,0.010691135,-0.008620779,0.00726209,-0.002198741,0.011387006,0.011735402,-0.015299469,-0.001310863,-0.001315844,-0.00304556,0.005187545,-0.011860598,-0.018587049,0.004992923,0.005636189,0.026223722,-0.002307023,-0.003177225,0.005094043,-0.002370027,-0.035287766,-0.001423676,-0.009755539,0.013025061,-0.005170194,-0.004270771,-0.004170583,0.009744499,-0.008400605,-0.003768755,-0.001562296,0.000354104,0.007806714,-0.016117683,0.00793502,-0.00034517
lp_0618,0.000947616,-0.026447349,0.010046275,-0.004318883,0.008115372,-0.001834638,-0.004378908,-0.001143989,-0.005766891,0.005100179,0.002082783,0.021537779,0.00920507,0.008118993,-0.003040713,0.003800146,0.003164005,0.012773268,-0.006929611,0.013962942,0.007015983,0.005951306,-0.011785583,-0.017299223,-0.005720426,0.003856314,0.005010289,0.003460396,-0.009242299,-0.015699231,-0.000808328,-0.000182545,0.02689921,0.00449591,0.001921634,0.008805263,0.000727194,-0.01686038,-0.009996378,-0.014408881,0.011901032,-0.002918124,-0.005363257,0.001296646,0.006112262,-0.006543049,-0.003584063,0.001394227,-0.008690304,0.008859594,-0.025886885,0.008604567,0.000345309
lp_0619,0.003111319,-0.000631586,0.001018031,-0.003730844,0.004074858,0.017447922,0.001744658,0.001637696,-0.008588319,0.01166619,0.002044829,0.019308194,0.012440689,0.007523076,0.000218886,-0.024767589,-0.001076564,-0.003850142,-0.005509034,0.062108668,-0.012539868,0.001290724,-0.005278636,0.001045151,0.012099066,-0.006233039,-0.012154202,0.007673419,-0.00866129,-0.022718044,0.018236039,0.001037485,0.016435644,-0.002970929,0.004409661,0.042615194,-0.024226962,-0.015059067,-0.005926567,0.01462932,-0.002848465,0.010522125,-0.014105015,0.000480155,0.000942946,-0.004196976,0.003123389,0.009277066,-0.015854817,-0.024318982,0.006153433,0.007348793,-0.009538507
lp_0620,0.004369064,0.000347591,0.0020845,-0.010082237,0.002864029,0.017984067,-0.001205997,-0.001811344,-0.011883034,0.010733677,0.001933408,0.017887334,0.008125287,0.001322593,0.000240531,-0.021627261,-0.003230478,-0.000353156,-0.006591451,0.055714716,-0.012937278,-0.001681529,-0.007174284,-0.003382269,0.009669813,-0.00618831,-0.011377059,0.00850014,-0.001699577,-0.022242633,0.024289327,-0.000963783,0.022089452,-0.003743645,-0.000204308,0.039740752,-0.020937541,0.002829797,-0.003875707,0.011732561,0.000146072,0.01327581,-0.016219909,0.002506139,0.002249149,-0.001669295,0.002347558,0.008288715,-0.01703727,-0.024102753,-0.006555221,0.009383867,-0.004553579
lp_0621,-0.00014117,-0.006977129,0.002528058,0.008878538,-0.000809725,0.002189755,0.005062079,0.008330782,-0.006863165,-0.001821607,-0.003795271,0.005809949,0.018196966,-0.007422816,0.005363555,-0.032081738,-0.006632781,0.001383887,-0.006853348,0.065409933,-0.019614105,0.001651517,0.00436384,-0.003871357,-0.000734739,-0.012171309,0.009235935,0.000192511,0.000846716,-0.021811617,-0.004105171,-0.007336706,-0.008057942,0.005697335,0.000464062,0.015272618,-0.016493535,-0.010277705,-0.005408907,0.021371579,-0.002838842,-0.012797535,-0.014925784,-0.002397623,0.001338131,-0.002649048,-0.000700667,0.000135846,-0.014289274,-0.009309118,0.018139245,-0.002964617,0.001418936
lp_0622,-0.000612926,-0.005772066,0.005847384,0.006735111,7.09E-05,0.002004591,0.007157886,0.002922162,-0.008365183,0.000620437,-0.006472122,0.00680131,0.010612069,-0.004512012,0.003167806,-0.032851228,-0.00224828,-0.001745927,-0.001557799,0.064934483,-0.022556045,-0.006556549,0.010255568,-0.008488137,-0.00110286,-0.008318005,0.002915685,-0.002113907,-0.003993153,-0.02361377,-0.004069214,-0.004479097,-0.013071547,0.002410951,0.000882176,0.018495244,-0.014692415,-0.01026687,-0.003612879,0.018490671,-0.002941713,-0.013499522,-0.01210245,-0.007421886,-0.000631678,-0.003559649,0.003740907,-0.010101271,-0.019882874,-0.0118398,0.024694101,-0.011163398,-0.001716589
lp_0624,0.009723095,0.004814151,-0.062984543,0.010075401,0.033645475,-0.010921322,-0.016624509,-0.029509218,0.044179078,-0.041112275,0.019999865,0.014664152,-0.008492077,-0.000877717,-0.036299658,0.010268648,0.016743001,-0.002114195,0.0103389,0.012424271,-0.002345516,-0.003095601,0.003764861,-0.004409712,0.03636631,-0.076904329,-0.046075379,-0.060341821,-0.000702715,-0.003911086,-0.006135969,-0.002603395,-0.01490301,0.008304567,0.003863356,0.006535123,0.0027494,0.004044454,0.001498309,0.000918758,-0.008632346,0.014253239,-0.000963135,-0.010035151,-0.002216638,0.021535024,-0.074344907,0.026044657,0.015891186,-0.012619522,0.016091174,-0.014554127,0.018710569
lp_0625,-0.006460451,0.004019013,0.020082465,-0.01330096,-0.014493337,-0.007094385,0.007046469,-0.033322802,0.023314826,0.00179269,-0.004745938,0.002179067,-0.006516729,-0.007912204,-0.02667988,0.00550694,0.104347017,0.001111633,0.013606285,-0.003144415,-0.027741792,-0.019584026,-0.011776603,0.002489457,-0.002137286,0.117899852,-0.027146315,-0.012343255,0.001910198,0.002907108,0.009456628,-0.006126831,-0.008453501,-0.002935323,0.003041307,-0.008939625,0.01723836,-0.000927435,0.016467655,-0.015387603,0.007179551,0.011010365,0.003476728,0.005329387,0.006533262,-0.002823297,0.030698628,-0.020318652,0.007195286,-0.01291569,-0.002993046,0.010378526,0.002757828
lp_0627,-0.026509523,-0.001376644,-0.019820056,-0.00199829,-0.005055665,0.10397212,-0.025929793,0.011070515,-0.007534897,-0.023371083,0.073868815,0.008315204,0.015314863,-0.013186862,0.00615101,0.005571063,0.054195747,-0.012695786,-0.006378865,-0.004253326,0.002556041,0.001871075,-0.011375468,0.025880268,-0.042231969,0.009345529,-0.002356293,0.00274578,-0.003067887,0.00096453,0.032556944,-0.00288754,-0.037345717,0.016744865,0.027852171,0.003702989,0.013483555,-0.007312171,0.029430865,-0.009946789,0.00049543,0.007923418,-0.021083406,-0.002307915,-0.022098905,0.064514142,-0.028692597,-0.023798016,-6.17E-05,-0.019280703,0.019926833,0.015563125,-0.009002516
lp_0628,0.000358134,-0.012913354,-0.075359642,0.011161941,-0.013209461,-0.148634362,0.008758704,-0.003019589,0.020090432,-0.062534604,-0.006913032,0.012395311,-0.018852174,-0.005753081,-0.017508748,-0.003247685,0.084268037,0.003422019,0.005534556,0.006306655,-0.011271673,0.000502645,-0.004247574,0.011458578,0.007902825,0.018934434,-0.006818196,-0.022732617,0.003960627,-0.012189375,0.005050151,0.004179459,-0.018046476,0.008156258,0.010727152,-0.009462919,-0.000446262,0.002804097,0.010964216,-0.009439621,0.024879285,0.032841828,0.003121304,-0.005161787,0.009193251,0.067137518,-0.04366352,0.000636574,-0.006421363,-0.00123162,0.000773155,-0.002155502,-0.006960477
lp_0629,-0.010318245,0.043859092,0.011699091,0.004283812,-0.014504457,-0.122564278,0.003567515,-0.011974006,0.005513744,0.004674331,0.03002322,0.175121946,-0.026289118,-0.006122995,-0.014213464,0.001832769,0.083255268,-0.002308079,0.011308269,0.005185375,-0.026368377,0.006069626,-0.00173201,0.008188864,0.010298598,0.083348214,-0.020530897,-0.029457442,0.016760094,0.001739651,0.009889542,-0.013425296,-0.017688181,-0.000128165,0.007877389,0.000186583,0.013783458,-0.001253002,0.002776103,-0.017156068,0.013498736,0.000831927,0.006333744,-0.006286458,-0.000261769,0.061103943,-0.022495041,-0.007737238,-0.009878917,-0.015088476,0.011971076,-0.020902772,0.002713085
lp_0630,0.002765106,-0.016562234,0.026629102,-0.011715325,-0.083042434,0.050754534,0.010354365,0.023533171,-0.00391066,-0.061832043,0.013391761,0.126879262,-0.01273611,0.005261411,0.003002771,-0.022047427,0.017110775,-0.021941439,-0.003611708,-0.001410892,-0.003210663,0.001643678,-0.016340613,0.01260082,0.003767531,0.006497793,-0.038140662,-0.012827834,0.014064961,-0.035077414,0.033376438,0.001786147,0.009978412,-0.002973516,-0.010252696,-0.012126897,-0.003786123,-0.031902519,0.012314975,-0.024276829,-0.007898081,0.023054658,-0.015485969,0.002213742,-0.003608287,0.002167619,0.011701118,-0.020277136,-0.003427079,-0.009118218,-0.005201807,0.012865317,-0.005894959
lp_0631,0.004354674,-0.023398886,0.029880666,-0.014870936,-0.068430544,0.061516156,0.019809293,-0.010480465,-0.007184569,-0.066652169,0.003594088,0.088233916,-0.01997743,0.000108558,0.008287413,-0.021403579,0.0390301,-0.022841144,-0.001709203,0.002900145,0.025404338,-0.009850082,0.001525616,0.012542894,0.000973652,-0.007917608,-0.069049724,-5.17E-06,0.007830375,-0.025773178,0.035959267,0.011842137,-0.004152162,0.007879011,0.006455941,-0.010703751,-0.002546871,-0.060655217,0.006318301,-0.008489387,-0.036349534,0.015691825,-0.02411682,-0.015241384,0.00133652,-0.038907554,-0.03480118,-0.012570158,-0.000428157,-0.003409682,-0.001482789,0.004763216,-0.020795363
lp_0632,0.032404547,-0.016509333,0.080051329,0.038604033,0.005484685,0.114310246,-0.013314799,-0.002535134,0.022852113,-0.023378342,-0.051838276,0.008909119,0.021813276,-0.022949222,-0.005970505,0.000585623,0.038226403,0.004252456,0.013982219,0.009259246,-0.012453098,-0.007981914,0.047119039,0.000256998,-0.032408508,-0.004635759,-0.052452519,0.080259567,0.017923838,0.006370024,0.065346728,0.007434828,-0.009309139,0.047996283,-0.060407964,0.01390873,-0.012855489,-0.002282317,-0.00698563,-0.003973295,-0.066179031,-0.01850938,-0.077451096,0.020257961,-0.005313465,-0.073936748,-0.07670054,-0.004575627,0.003180643,0.015337662,0.021040931,0.004885708,0.00047066
lp_0633,0.005025398,0.003421123,0.118829641,-0.007155583,-0.002602506,0.152953813,-0.002279876,0.00822659,-0.017422614,-0.027309604,0.016459866,0.006856337,0.010230931,0.082486295,-0.004439977,0.053725354,0.035217618,-0.00078333,0.000138583,0.010315397,0.017183476,-0.048497479,0.027768971,-0.000117817,0.001525181,-0.176520193,-0.082649792,0.074915782,0.001031312,-0.042235644,-0.009659216,-0.014372135,-0.018459072,-0.01079359,0.00059298,-0.016000611,0.016338797,-0.021460373,0.016354622,-0.009884882,-0.013188405,0.000258677,0.001008717,-0.007650147,-0.024162334,0.02909029,0.017283634,-0.026160035,0.012399246,0.004199721,0.012716255,-0.006561167,-0.003151154
lp_0634,0.005740042,0.003010436,0.114932956,0.000499075,0.003456555,0.10336905,0.005679303,0.003486026,0.022493615,0.035203633,0.038161826,0.00184011,-0.002319062,0.069823634,0.026189286,0.047017788,0.032012854,-0.006196222,0.010409845,-0.004763641,-0.003133165,-0.020609413,0.006017106,0.006322378,-0.020691212,-0.166054079,-0.084477819,-0.080793917,0.005137159,-0.046686706,-0.013837674,-0.012306605,0.007988025,-0.002163082,-0.004838528,-0.006403734,-0.001229144,-0.007005148,0.024254239,-0.00674786,0.007288827,0.007687615,0.00031215,-0.000316666,-0.007785179,0.050098115,0.039463363,-0.030993499,0.01079935,0.014361668,-0.000642528,0.041442561,0.00406753
lp_0635,0.016827997,-0.003116822,0.133408228,-0.020768546,0.003260448,-0.003346708,-0.004816281,0.021512727,0.044326939,0.047929634,0.062746604,0.048204376,-0.005855476,0.0716912,0.01951572,0.071112581,-0.006995771,0.002399367,0.020165654,-0.012203434,-0.005622094,0.024391875,-0.046943009,-0.009775875,-0.047490516,-0.128603887,-0.047462418,-0.072969845,-0.002762209,-0.034950754,-0.055059848,-0.008998068,-0.021931074,-0.03945931,0.05504828,-0.021791512,-0.0276462,0.004901266,0.046009204,0.012591079,0.005167313,0.009448537,0.002309964,0.00993912,0.045625481,0.007070866,0.036502593,-0.005186218,-0.004848512,-0.020085205,-0.02021607,0.010974269,0.011701859
lp_0636,0.007621241,-0.001965676,0.038857992,0.035688397,-0.003140738,0.046500209,0.011287477,0.00342279,0.043264197,-0.021843962,0.031239771,-0.001856507,-0.011247336,-0.012016285,0.036487862,0.011852071,0.014184222,-0.053361557,-0.00652507,0.019286679,-0.002835525,0.008770463,0.033383166,-0.012114214,-0.001648756,0.031299753,-0.036011822,-0.057823456,0.00441935,-0.002225026,-0.021283899,7.14E-05,-0.006388578,-0.064085475,0.017748897,0.008034142,-0.006195231,0.012702615,0.007099101,-0.025104376,-0.020879469,0.013871718,-0.035696869,0.0009929,0.027807538,-0.004886149,-0.08046759,-0.008581313,-0.003887624,-0.017522235,-0.00919141,-0.013492511,-0.003148263
lp_0637,0.023865244,0.009522942,0.016509416,-0.005478318,-0.024998552,0.073952627,0.006364497,0.020887275,0.076790784,-0.033969927,-0.018984242,-0.008393269,0.015566684,-4.94E-06,0.017653213,0.02701636,0.005806532,0.00862042,-0.014381679,0.038860978,-0.004788633,-0.009433527,0.104719038,-0.021273416,0.04289986,0.038393867,-0.003343808,-0.077614189,0.063318174,-0.00707295,-0.012510904,-0.022962007,-0.013051546,0.002416159,0.006696097,-0.012687988,-0.007450154,0.008153098,0.020103815,-0.019711987,-0.016603899,-0.002003873,-0.041483691,-0.010170182,-0.029866467,0.023390467,-0.069341425,0.02790521,0.005039088,-0.032176632,0.012686047,-0.013767772,0.003812648
lp_0638,-0.03273578,0.021418757,0.009501028,0.017878299,-0.032683051,0.000110565,0.007476149,-0.022947575,0.113439448,-0.048692049,-0.051085416,0.002472618,0.027618245,0.008594884,-0.033960193,-0.00538572,0.007726234,-0.019132007,0.0291342,0.04300849,-0.002439862,-0.011050179,0.063234187,-0.023677073,0.014672483,0.040477819,-0.018611935,-0.088165843,0.0813235,0.004906455,-0.04248952,-0.019213134,0.004614317,-0.016888254,-0.000839239,-0.002678931,-0.010455559,-0.007124506,0.01680722,-0.062603493,-0.019369195,-0.011929322,-0.024197949,-0.024420162,0.036679937,0.01106201,-0.046192033,0.048985376,0.004588848,-0.016950269,0.012563987,-0.004229152,0.025337964
lp_0639,0.004989095,-0.021060433,-0.011575557,0.03168906,0.012965274,0.013450402,0.026488372,0.027565729,0.038544406,0.021918674,-0.06948402,0.026930335,0.011626573,-0.068802597,-0.035026156,0.01215502,-0.033611697,-0.058791056,-0.019698675,0.009265189,0.005932498,0.008383598,-0.001534518,0.00206284,-0.005983832,0.048468132,-0.015751655,0.032168092,0.088809305,-0.000160276,-0.023440348,0.001999673,0.020542991,0.07853914,-0.038206453,0.006258535,-0.011389144,0.012933514,-0.078323699,-0.019288601,0.018149666,0.001915284,-0.024224301,-0.026326734,-0.004599907,0.014758899,0.034660607,0.051371276,0.003760576,-0.014500327,-0.001224597,-0.013468099,-0.047230455
lp_0640,-0.011170628,0.016591819,-0.034281485,0.004570215,0.128412386,0.027560051,0.072995,0.034108582,-0.008338117,0.073701279,-0.009559819,0.022852604,0.009866107,0.003989616,-0.023351689,0.00942687,-0.008296517,0.000632238,0.068087003,-0.027488325,0.002979899,-0.012309216,0.004777864,0.00137376,-0.102475428,-0.00182376,-0.015954648,0.09523566,-0.036963276,0.000876567,0.047333438,0.004961439,0.002851818,-0.012993416,0.018665278,-0.011258306,-0.015852832,0.030653078,-0.003822399,-0.005456335,-0.047023422,-0.007740611,0.003030487,0.004841315,0.005571145,0.046568605,-0.086782232,0.006086399,0.000432632,-0.020049926,-0.002872632,-0.004937547,-0.008510292
lp_0641,-0.00075281,0.033602804,-0.094111383,-0.020979906,0.119764296,0.061171258,0.016269174,0.048264395,0.030617927,0.02453778,-0.009905311,-0.055651314,0.041603887,0.010766509,-0.02448291,-0.016448529,-0.01713294,-0.049936676,0.005810984,-0.015030156,-0.002492767,0.008241876,0.04154861,-0.013657101,-0.000135503,-0.017588289,-0.011996277,0.098632654,0.007727026,-0.005793883,-0.011590558,-0.012319648,0.001198306,0.017339172,-0.009198312,0.030020677,-0.014840602,0.005935976,0.007862636,-0.0170156,-0.020667276,-0.00592314,-0.019998986,0.000234095,-0.016339692,0.019299444,-0.068853533,-0.003152219,-0.004338763,0.005935571,-0.007835601,0.006730303,-0.004361123
lp_0642,0.075617512,0.034507595,-0.093976773,0.008206619,0.113306904,0.036387164,0.022984577,0.041853504,0.028222,0.037762475,-0.02545037,-0.087955761,0.05736346,0.012033643,-0.030772675,-0.009695702,-0.006888543,0.015325211,0.058031044,-0.012493715,-0.001400867,0.008435617,-0.009782716,-0.011313599,-0.013533096,-0.00750906,-0.022876201,0.078624545,0.035728806,-0.000787376,-0.009017193,-0.012747299,-0.006557329,0.004017263,-0.045090068,0.03294353,-0.01118623,0.008528264,0.025861129,-0.017898763,-0.018988804,-0.012475879,-0.013171409,-0.006563545,0.013034125,0.02650833,-0.06514858,-0.001656031,-0.005355827,0.017908509,-0.002780247,0.025119056,0.027499277
lp_0643,0.026142312,0.00308112,-0.043857441,-0.02173686,-0.029142427,-0.034060789,0.018637121,-0.042505508,0.039599476,-0.006115701,-0.025569823,-0.011544854,0.019635499,-0.060674873,0.045270963,-0.014895145,-0.067568679,-0.009508022,0.016692448,0.003793874,0.009149873,-0.002774879,0.062960913,0.037696524,0.013023625,0.0055927,-0.010750374,0.027393245,-0.025233811,0.000240096,-0.010876026,-0.016087869,-0.015957834,0.004662408,0.005442864,-0.022947237,-0.00030989,-0.004089237,0.002350312,0.011973433,0.083584688,-0.004757951,-0.010681423,0.004521435,-0.006868442,-0.039233189,-0.002203451,0.051054006,0.04616698,-0.040859267,0.014887865,-0.005305319,0.011949319
