		MRS broth		Tomato juice			Wheat flour hydrolyzate			Pineapple juice			Drosophila sp. Extract			Faecal extract						Bee Extract			Olive Extract			Cheese broth	MRS broth								
GeneSymbol	GeneName	WCFS1_MRS	LB16_MRS	TJ22	TJ20	TJ19	WFH19	WFH20	WFH1W	PJ16	PJ20	PJ1	DE12	DE12II	DE24	FEO3	FEO13	FEO17	FEV3	FEV11	FEV21	BEE1ST	BEE2ST	BEE3ST	OE1	OE2	OE3	CB5	FEV11_MRS	FEO3_MRS	DE12_MRS	CB5_MRS	OE1_MRS	WFH19_MRS	TJ22_MRS	PJ16_MRS	BEE1ST_MRS
gene:lp_0047	calB	2.89703	4.2516	0	4.03838	0	7.21097	8.2219	6.91377	2.36641	6.21728	7.94247	0	0.792683	0	6.09995	0	5.80271	0	5.18909	4.6067	5.89215	6.74343	6.32639	5.37528	3.97415	5.79634	0	3.03205	1.55606	4.42257	0.0926692	1.69431	2.17595	0	1.87182	1.78845
gene:lp_0048	lp_0048	99.0567	104.284	70.5397	173.939	74.7279	108.963	125.882	116.797	55.7147	85.5024	96.7267	94.6478	77.6529	590.764	234.429	29.0935	199.751	67.8033	276.805	223.432	151.658	159.663	142.303	103.971	148.24	136.448	46.737	123.38	99.4815	152.056	77.8619	70.6346	192.998	65.663	166.601	206.95
gene:lp_0050	pnbA	11.9402	4.20556	10.7224	7.47536	19.5839	5.00553	23.6682	6.00994	20.6801	47.833	32.1017	0	0.871221	0	53.6346	10.7768	12.9485	19.7786	5.20293	7.73276	79.2349	84.6021	86.8455	4.09227	6.72518	48.0291	13.8	4.36464	10.2614	4.27318	17.4504	3.12189	3.81152	7.95019	12.7419	7.4969
gene:lp_0052	lp_0052	25.2783	59.3565	26.1231	41.2132	35.5191	38.2672	117.931	101.642	72.0734	278.28	294.103	0	6.66047	43.1245	42.5807	14.8537	23.867	34.8939	18.0053	25.6606	249.409	254.697	265.336	41.0811	49.1714	85.907	34.8404	79.8117	22.931	90.0895	110.209	70.2476	107.063	74.6123	74.2293	50.1629
gene:lp_0053	lp_0053	24.7907	37.0864	22.057	60.0798	28.6844	40.2296	126.898	62.8066	14.5303	224.826	203.686	0	4.08452	12.2785	35.0239	36.54	16.8916	26.4935	8.44365	8.32346	222.307	239.139	211.029	25.0147	15.8112	83.9252	12.4297	4.74037	23.4356	11.5373	13.029	18.653	7.28293	7.24594	13.6676	13.2262
gene:lp_0054	lp_0054	14.291	0	0	0	0	0	0	0	0	0	0	0	0.906738	0	0	0	0	0	0	0	0	0	0	0	0	18.7235	0	0	0	0	0	0	0	0	0	0
gene:lp_0055	lp_0055	14.2124	10.9102	12.7628	23.4853	12.7697	74.1893	20.4015	81.0805	4.91378	72.2641	74.7192	22.1194	15.0765	20.1429	9.57616	176.965	19.2701	24.4478	13.3572	14.7167	14.719	14.9439	17.9533	16.9087	10.8362	12.9493	21.502	10.5146	7.29088	5.23796	12.2725	5.6567	7.47244	15.4441	8.23953	10.4722
gene:lp_0056	lp_0056	5.48947	6.65979	10.7199	9.8807	9.00361	22.4374	14.1139	13.4024	3.09142	15.9697	13.9818	0	2.53675	0	1.23291	12.3865	19.4584	12.1241	12.4201	9.64957	15.5675	16.2759	14.0975	6.51867	6.72562	11.9956	19.1428	7.72822	4.21442	4.22384	7.67937	4.0792	6.59701	5.84057	7.87171	6.72521
gene:lp_0057	lp_0057	27.4276	45.5618	72.6176	67.133	61.1854	61.9244	55.3937	60.8728	62.8752	84.3272	99.0905	21.0839	71.1085	89.5998	66.844	88.1405	117.737	82.1656	142.303	154.816	67.3346	72.8316	72.8935	34.9445	52.2	58.3593	62.6199	68.7947	27.3325	78.3568	41.2663	21.6019	117.194	92.5927	62.2258	52.1454
gene:lp_0058	lp_0058	232.341	212.085	128.224	118.52	118.591	167.966	117.133	228.866	60.1032	94.8519	127.375	79.1093	251.629	224.126	307.36	410.689	505.911	186.387	529.045	509.818	160.799	158.806	197.956	337.17	277.591	439.786	258.518	641.483	368.089	1477.53	649.87	756.209	2090.36	690.377	634.656	497.521
gene:lp_0059	arsC	29.1947	19.2804	61.121	37.1267	53.4219	75.5368	23.1543	32.7253	26.3678	36.5484	41.311	43.9496	18.1954	0	12.2944	62.2725	89.7823	35.2625	114.983	110.292	36.8686	33.8578	36.3398	33.5585	52.7634	52.2326	66.5385	30.5554	11.4995	47.1803	34.3457	8.03499	40.2015	50.601	26.9764	21.0968
gene:lp_0060	lp_0060	9.02798	8.83282	10.0375	12.0107	9.82542	17.5041	4.45515	7.36458	2.97375	13.7777	15.3297	217.451	169.513	1173.6	10.1383	98.2889	28.7865	0	14.2227	16.0089	6.08054	6.08078	4.62642	5.05524	4.08888	4.27231	314.103	9.58811	3.15517	4.40216	21.5112	4.47244	6.61138	6.07309	6.32237	6.63616
gene:lp_0061	adc	15.9259	17.2597	21.2166	16.8974	13.8023	24.7155	11.2782	12.8109	8.39602	13.1456	14.7347	256.715	294.309	2539.3	28.8904	138.386	51.0094	22.8295	26.4859	32.3021	17.7834	15.7749	17.5497	35.8367	11.3638	9.63394	499.282	11.392	7.58034	10.5223	41.643	19.092	8.22384	8.70354	12.92	11.6081
gene:lp_0062	lp_0062	19.8091	20.0011	23.3794	25.1136	24.9597	30.5182	11.287	15.4717	6.94593	22.6731	22.4241	194.668	235.307	2457.5	34.7026	97.5518	43.8615	22.9691	27.6881	33.1717	23.7626	20.1706	22.4942	39.6449	11.5253	9.53969	676.886	15.852	13.551	14.409	52.1787	29.0585	15.1762	11.4219	15.3918	14.743
gene:lp_0063	lp_0063	62.4141	54.8594	44.074	45.3458	32.7354	99.7981	22.35	42.8044	25.6491	24.1345	27.4499	0	14.4007	56.9799	77.2883	111.476	37.0232	148.095	43.4245	34.5684	33.295	28.5718	34.951	29.4363	34.7915	50.6671	126.758	56.7456	31.0524	40.1384	177.791	29.852	176.81	118.211	51.3315	57.2707
gene:lp_0066	pgmB2	80.9697	173.83	187.466	202.317	196.457	852.433	507.163	1286.36	230.819	232.243	332.808	395.625	299.337	71.0398	249.401	544.838	663.515	456.658	673.273	659.218	457.273	424.533	369.397	445.798	516.634	338.523	296.417	132.39	66.4041	479.371	377.174	147.768	235.735	157.926	105.693	92.8199
gene:lp_0067	pva1	15.2863	9.57175	21.2445	44.5614	28.5868	164.345	66.8776	109.354	14.8619	17.1319	21.6304	11.0457	19.1472	0	32.6159	43.3307	176.411	99.1748	115.414	144.136	34.626	25.5383	30.8445	42.097	46.9546	19.5033	21.0179	8.57043	13.2684	23.3188	3.56407	7.71303	12.2948	6.61053	10.6202	6.32051
gene:lp_0068	lp_0068	53.2086	53.8691	61.0873	80.7908	54.6107	229.019	105.937	126.313	17.2684	59.3018	53.7404	36.2192	17.5832	94.7198	89.6285	62.9663	156.611	114.963	115.152	120.75	59.7423	54.6134	57.2889	74.6533	73.3779	73.4683	41.7196	52.3674	20.6105	87.864	44.0388	31.0126	86.8079	48.5925	44.8423	32.9032
gene:lp_0069	ptp1	63.8219	58.6414	38.2676	44.7884	37.1648	33.0804	27.7897	39.8538	8.95591	24.813	45.1545	20.0509	6.58023	0	42.0676	26.121	35.3692	31.6007	31.5656	31.6091	30.9849	30.3713	31.8736	29.7364	28.1565	34.5185	20.3206	20.7663	19.0777	35.1454	31.5991	21.3359	27.0294	26.0711	25.3318	27.8867
gene:lp_0070	lp_0070	25.329	48.5066	17.401	19.497	20.7177	37.6427	46.2077	40.863	7.34605	32.6744	31.4342	12.0016	5.45351	0	25.1799	35.6617	21.977	51.5859	14.4052	14.0218	23.227	28.4201	34.8558	30.9978	28.788	31.8155	35.4963	57.7494	30.7245	33.0734	59.0793	20.1989	63.3112	73.9209	48.9494	45.1155
gene:lp_0071	lp_0071	9.09133	16.0106	8.74721	5.33603	8.36144	7.14605	24.3171	18.1462	1.44901	22.7626	19.2966	0	0	69.7935	0	5.76948	5.51813	0	6.8565	7.35969	16.436	15.3086	17.0738	14.1531	8.71026	9.8067	21.7393	7.40995	8.59438	5.18545	8.1427	3.44042	5.12136	5.61647	7.57945	11.4859
gene:lp_0072	lp_0072	33.3955	17.5761	10.5874	13.5179	7.41381	7.84478	28.796	22.6853	2.75311	27.1851	27.7013	0	0.420122	17.681	11.6387	15.5904	19.571	0	13.3168	12.2521	22.9008	24.5238	23.1356	25.0147	11.2336	18.9132	21.3408	6.74081	7.42242	4.79095	13.7521	5.54637	4.54094	5.45422	8.44856	9.65516
gene:lp_0073	lp_0073	33.3077	44.107	34.9453	45.9186	33.3052	38.155	99.7386	102.512	72.4698	93.092	107.963	11.1943	5.08668	0	39.1437	34.0822	46.8274	51.3237	31.546	37.8027	110.218	127.363	135.999	55.1894	37.4438	62.747	37.9707	38.684	25.629	60.346	37.3316	34.0564	21.3084	46.8165	36.2284	48.2194
gene:lp_0074	lp_0074	20.8183	6.60591	19.6092	15.8517	15.1364	78.1333	54.0389	33.8381	4.75293	30.9928	36.2256	0	8.82667	25.9168	1.89556	126.878	84.1487	9.32019	89.2536	89.9259	25.3704	22.1812	24.23	113.707	65.5217	109.521	19.5088	9.63053	4.73874	15.8952	10.0789	5.1102	23.6661	10.1962	7.50538	4.976
gene:lp_0075	azoR1	7.1973	9.38896	5.81348	21.1218	4.59686	12.9908	16.4156	12.4919	10.5791	13.7298	16.408	0	3.20927	24.557	18.859	11.8417	15.7267	13.2467	17.6915	16.277	8.41942	11.5649	11.8752	5.09559	8.9852	8.90453	20.3177	5.68845	3.77993	4.02466	6.4122	4.40188	6.90752	1.56446	7.60051	3.21471
gene:lp_0076	fusA1	36.703	46.557	43.6826	57.5467	42.7266	43.8461	39.8339	28.2878	20.5359	64.6302	68.4603	0	2.52822	19.704	42.3698	17.157	13.7715	52.0816	11.0981	11.7543	32.7269	33.1261	30.8719	21.3164	27.9886	27.9004	26.4676	21.0147	41.6229	21.6836	66.4252	21.5097	28.3628	24.313	36.0345	24.7918
gene:lp_0077	lp_0077	37.7151	46.051	59.3503	75.7064	64.8651	42.0962	35.7534	24.7438	11.1808	59.8957	86.989	0	4.12784	0	27.9532	33.1892	15.017	43.7316	13.6531	11.1658	33.691	32.8744	36.8975	30.258	36.2657	22.7299	18.4879	27.6101	48.8129	37.7594	95.8701	38.7174	32.6478	40.4639	36.8514	47.3892
gene:lp_0078	lp_0078	37.4748	50.1848	43.0673	28.1815	39.4476	41.4229	47.7141	44.0055	7.83937	19.6872	24.4423	0	2.34984	0	27.6173	26.507	15.6378	36.3724	17.6642	14.8976	21.1718	21.5176	22.0956	28.8729	57.222	30.3992	17.8521	61.3485	60.889	52.69	140.002	44.1158	61.792	52.1507	50.9159	47.4127
gene:lp_0080	lp_0080	55.823	53.1736	50.2194	40.1829	50.1304	45.8103	61.1929	50.7294	22.3271	25.6179	32.0433	0	6.14813	0	21.2903	28.9647	24.8047	26.1704	24.3601	18.5146	25.4263	24.2039	30.0849	27.989	73.9406	33.278	32.7416	102.392	89.3406	80.0769	136.203	73.9194	125.588	68.4307	78.854	69.1958
gene:lp_0081	lp_0081	26.1022	6.30938	39.8873	45.0598	33.5387	13.4769	41.0212	25.9166	16.8858	34.5992	26.0718	5.54741	2.52073	23.5747	20.691	60.4129	138.674	6.35844	151.696	136.549	45.8016	33.1547	49.0877	32.8527	18.7227	19.6612	20.4229	22.7538	13.6572	53.2156	54.8775	16.6391	17.8034	15.0189	17.6012	15.3424
gene:lp_0082	lp_0082	9.2813	7.56722	4.85086	13.0135	6.99491	6.34968	13.9522	8.50197	5.83496	8.48381	6.56659	3.72588	1.50492	0	6.94849	39.0488	98.6476	4.27059	95.2746	81.9327	25.7723	19.9187	29.7265	23.2973	9.11682	7.42797	19.7276	11.9203	6.55831	21.1752	49.0414	10.395	5.85772	7.27347	7.136	6.98819
gene:lp_0083	lp_0083	39.985	53.5171	57.7928	107.017	67.298	44.8393	113.218	104.516	19.3738	58.3518	55.4479	23.1142	37.3442	147.342	48.4946	60.9001	43.491	59.6104	53.4764	41.8023	145.937	130.857	142.502	93.2261	225.814	52.8706	111.867	33.6567	26.1159	48.4032	116.784	56.014	48.653	27.0076	32.5355	25.7177
gene:lp_0085	lp_0085	43.8631	52.1815	25.1474	26.4283	23.4731	15.2556	31.3651	35.9431	12.8066	36.0987	32.132	2.80487	5.80618	5.9599	95.4636	35.3083	27.8957	20.8971	29.3725	21.8168	33.2717	34.7576	38.9248	32.4067	17.6145	66.4268	33.067	21.5426	37.3623	62.357	28.2106	16.5857	24.7091	68.4641	62.4257	21.7118
gene:lp_0088	pepI	25.1906	32.3919	30.649	43.6517	28.4086	24.9864	43.688	95.251	24.9501	51.9159	41.1615	0	10.7219	0	52.5359	31.9725	40.9184	64.5779	33.6238	32.3228	63.2732	65.1117	74.342	47.0329	27.5302	23.5831	20.7958	49.2406	32.0607	73.45	56.7377	35.16	39.5305	45.6988	41.8028	39.6098
gene:lp_0089	lp_0089	22.1989	68.0077	26.55	81.8406	28.392	27.4458	95.1064	263.444	62.8019	154.337	153.133	15.0382	7.33948	21.3024	60.7644	46.3721	59.7908	37.3463	46.738	48.9379	273.774	301.583	288.62	48.4723	27.6731	35.0012	31.9324	52.6353	17.1699	61.0739	59.1151	22.2428	41.0326	43.2137	37.535	31.7908
gene:lp_0091	lp_0091	63.1377	182.521	134.486	229.339	147.911	244.395	828.534	1129.96	123.795	409.054	450.919	34.4322	92.5717	109.744	425.415	400.176	1120.75	108.532	1091.3	908.164	792.175	790.466	694.277	326.399	612.072	196.732	123.558	436.137	134.423	489.94	310.134	153.113	490.332	170.373	323.873	228.495
gene:lp_0092	lp_0092	21.7495	18.1337	35.787	33.4865	38.0499	40.7986	105.566	76.4561	10.2488	28.6372	26.0926	4.55536	6.43983	29.0382	31.8578	36.8068	79.3603	22.1907	67.6725	60.5851	42.2368	40.9945	41.4382	62.6737	44.8604	51.1775	24.2138	46.8051	10.4022	25.5933	21.537	20.6688	48.8897	42.9708	21.1284	17.812
gene:lp_0096	lp_0096	39.3836	95.7223	71.7971	43.3926	71.1726	30.0515	19.4266	100.435	33.8082	89.4636	116.834	34.9487	39.0714	74.2603	223.463	167.207	92.9341	77.255	71.2162	77.8277	21.6027	21.695	31.9272	30.4179	34.122	65.2987	21.2719	65.5821	49.463	75.8052	19.9799	42.0257	109.242	128.98	82.7767	55.0741
gene:lp_0098	lp_0098	41.8551	67.0805	72.729	40.1639	72.4069	19.4959	12.7698	81.4666	38.7554	98.3795	90.7186	19.2026	38.5381	0	134.293	153.749	56.9386	167.826	47.2659	48.0968	19.2881	16.8464	18.3383	23.1867	13.4826	68.7978	46.4678	37.511	48.5883	80.5129	34.3425	47.9517	50.7737	125.935	88.1228	32.0482
gene:lp_0099	lp_0099	95.2259	156.001	220.176	179.373	227.608	290.698	856.965	468.159	64.2393	434.074	394.837	352.047	582.516	170.01	104.45	282.951	622.077	137.562	753.805	575.727	520.002	706.76	683.816	264.418	1335.15	224.086	669.878	894.126	294.613	356.201	492.469	309.317	817.536	411.574	447.537	804.257
gene:lp_0100	lp_0100	50.6785	109.362	91.7212	131.549	90.1014	109.218	345.653	173.875	69.6242	347.217	266.138	20.6309	45.0503	32.8779	36.0704	74.59	86.6483	50.2501	64.7778	76.6034	216.109	253.18	230.13	56.0764	92.4459	70.3881	88.1139	181.196	67.5992	96.5598	124.573	57.8538	171.425	134.861	105.21	101.328
gene:lp_0101	lp_0101	7.56505	14.803	5.12205	24.0511	8.11731	15.8569	30.5481	11.1607	4.52154	92.4509	53.0773	0	0.459988	0	0	13.8692	23.4178	15.664	13.4711	18.5182	10.7268	11.3024	13.877	7.16662	9.05994	10.1785	9.79857	13.126	5.20111	6.00702	10.1097	2.34232	11.9561	5.71213	9.35537	8.39915
gene:lp_0102	cbiM	9.45056	15.1022	7.07221	22.4957	6.39815	11.6929	31.7118	11.0263	4.0167	89.7656	37.5178	7.58765	1.53236	0	19.4568	16.4375	15.8063	13.0454	10.4272	11.0507	12.507	12.5852	17.7484	5.55038	6.85942	9.57304	18.3612	7.27482	5.05356	2.07863	7.47917	1.95074	6.11243	6.27087	8.53552	5.66839
gene:lp_0103	lp_0103	9.33704	21.011	8.98362	34.2515	11.271	16.5132	56.0955	17.5562	6.20071	86.8319	70.4643	11.2448	2.83866	0	39.32	24.0308	29.8476	6.44436	12.7144	22.4958	25.2376	23.6606	22.4967	10.4228	7.65804	11.0464	17.908	7.95614	4.27959	3.91588	8.42914	2.19499	9.13156	7.21033	10.5737	3.75339
gene:lp_0104	larA	5.6901	2.86308	22.681	131.681	22.989	47.0687	158.391	3.66822	44.2442	209.34	113.297	0	0.593114	12.4807	2.73852	5.67445	7.10475	11.7818	3.88266	5.26434	2.76625	2.81806	3.30171	1.55974	2.5488	2.20623	13.1203	4.27638	7.19538	3.08185	1.24809	1.64993	116.08	58.8386	42.864	6.25523
gene:lp_0105	larB	10.49	3.28423	23.1764	117.393	25.2451	47.4571	108.144	2.36689	36.3366	175.597	80.6498	0	0	0	4.71203	6.21329	7.47069	2.89605	5.09842	4.36729	2.3055	1.45467	2.26021	1.31656	3.04555	1.55739	10.6606	4.55997	7.69287	2.39329	1.07376	1.44353	135.979	71.502	71.0719	4.73896
gene:lp_0106	larC1	5.2344	3.84094	24.9016	143.244	34.6018	67.5446	115.506	3.9747	39.8367	220.457	130.544	0	0	0	2.2043	9.41183	11.7553	32.5147	5.42806	7.26411	2.85286	2.85161	3.25773	2.08456	2.90642	3.23295	25.2288	4.07241	11.1899	2.01965	1.22787	1.12548	113.646	61.845	54.1127	9.84453
gene:lp_0107	larC2	8.39685	4.9292	33.855	109.833	36.9587	62.2302	107.97	5.41317	44.7381	284.036	229.147	0	0	0	4.04122	6.59751	12.8143	24.8377	7.53897	11.0979	2.04107	3.92096	5.65817	5.2114	5.015	3.17224	20.4372	6.39951	12.68	2.89775	2.7627	3.38395	86.2689	67.9307	47.9032	17.9105
gene:lp_0108	glpF1	11.5639	12.3039	8.49915	40.2993	8.47514	6.05969	7.73265	8.15373	10.137	203.707	115.564	0	0.263675	0	4.86975	7.64436	16.1434	2.99299	6.35923	9.19412	3.91988	4.22372	6.18689	7.01249	7.23922	3.92321	20.0907	8.13996	18.261	2.76438	3.57571	4.42583	3.66424	14.9577	13.8587	22.2467
gene:lp_0109	larE	26.1909	26.7229	19.9996	53.0713	23.658	12.2541	30.45	29.223	13.3183	257.843	168.537	0	5.46007	0	18.9077	19.787	25.2838	33.5712	11.444	30.5775	19.8949	20.0127	24.5119	22.9828	21.0195	19.3553	18.6393	17.281	29.7969	9.16401	9.78748	9.43942	10.5971	24.8483	22.6672	40.0368
gene:lp_0111	lp_0111	102.264	167.653	62.1964	37.6305	71.6365	17.4925	31.4433	82.5387	76.7663	52.6872	52.4835	38.2874	6.37916	0	107.105	23.7622	56.6031	83.3814	51.6831	52.208	48.1217	48.8097	76.1828	37.0617	29.9515	11.0255	43.5537	87.2767	215.022	106.132	59.1636	111.377	38.8527	164.27	160.663	242.271
gene:lp_0113	thiM	87.6762	101.017	39.5907	38.0192	39.5664	46.1155	22.5885	27.2551	20.2312	58.0398	47.2181	14.1837	18.3803	20.0921	187.366	130.381	65.2895	251.989	54.1161	69.0091	35.4172	36.1636	31.8915	24.7305	21.7696	22.7217	58.0848	48.9659	23.2232	57.8233	69.1512	51.5921	76.6653	48.708	31.8021	34.4934
gene:lp_0114	thiD	114.319	150.811	62.7184	46.8212	64.8468	82.9462	36.7667	45.407	15.4174	40.8899	60.8836	9.07759	19.7075	0	139.665	140.845	121.543	335.552	87.7964	136.275	37.6745	41.4987	41.0406	27.4707	43.1107	30.2932	55.3859	71.8606	23.9677	61.7906	105.338	69.4089	95.3008	93.0019	32.2581	60.1674
gene:lp_0115	thiE	84.7829	123.728	50.6554	30.2293	47.7331	57.9224	26.3198	34.3127	16.1651	23.8068	43.1665	5.72554	16.7663	0	173.513	160.575	100.997	259.223	76.8892	93.6504	34.4641	32.2572	38.2056	28.2276	30.4351	28.3434	62.2887	60.4137	30.7111	54.6585	103.546	69.4569	76.2527	117.727	50.2712	68.5277
gene:lp_0116	thiP	66.9349	70.727	34.1627	25.8531	39.6175	62.3433	32.7179	45.9078	16.1057	26.5672	37.2745	15.6021	11.6584	6.63039	177.49	164.613	108.724	264.67	101.396	101.28	32.8816	39.7372	40.437	39.4294	48.4449	41.6532	37.1743	105.368	42.9758	105.913	121.522	124.259	103.388	127.211	60.196	92.1538
gene:lp_0117	lp_0117	233.577	193.77	182.121	224.113	175.751	79.8892	117.845	219.453	147.576	253.14	344.864	50.5331	55.3643	139.587	515.967	123.674	147.376	379.383	79.6409	103.036	358.096	378.975	381.609	313.089	234.568	177.835	85.0761	99.5421	125.67	225.767	175.5	206.281	68.5475	137.892	112.876	252.289
gene:lp_0118	lp_0118	94.0122	98.7273	155.103	124.296	151.313	134.752	91.0575	109.139	141.233	65.8567	84.9267	117.53	120.34	299.678	369.326	108.45	244.124	326.005	411.265	408.329	104.89	104.172	128.096	91.1318	113.333	98.6592	305.216	176.993	136.902	342.077	281.369	114.8	276.403	263.031	159.17	208.22
gene:lp_0119	lp_0119	38.5079	113.026	44.2251	65.8677	46.2941	61.1132	93.4865	113.334	85.3991	162.922	127.661	31.8005	23.682	0	11.1198	51.2026	55.2937	50.1183	69.4239	50.1316	119.812	128.922	111.097	39.5137	30.8566	41.2699	57.5504	79.1582	63.9179	161.684	177.564	123.544	239.133	91.533	109.337	98.3123
gene:lp_0120	lp_0120	31.51	54.6004	30.7637	57.2656	35.0905	71.717	218.556	173.064	214.017	169.194	180.766	2.74323	3.46255	11.6578	34.5324	33.5686	27.7434	37.7314	26.0547	29.1522	221.283	231.526	267.447	93.2966	54.1289	82.9589	17.0212	90.7464	81.4998	257.957	56.5089	48.4546	77.6665	132.512	115.271	82.4097
gene:lp_0121	lp_0121	60.0182	140.071	81.6901	117.28	91.5507	124.269	150.29	136.12	76.8772	150.795	173.478	0	18.1578	78.6656	118.36	100.33	85.8303	230.359	111.873	91.2477	104.925	108.82	119.94	100.695	112.901	124.337	127.765	98.2161	43.0878	84.6733	106.075	44.2669	156.954	108.823	69.5639	63.217
gene:lp_0122	lp_0122	87.3604	164.339	133.439	118.476	142.737	254.903	224.241	233.929	72.9944	101.317	148.901	28.6935	52.1531	50.8075	158.304	151.48	140.596	189.109	153.566	139.145	123.027	128.355	135.391	146.207	239.336	285.743	232.438	145.301	56.1942	106.673	222.145	56.8754	254.76	159.32	69.6874	77.7612
gene:lp_0124	pacL1	648.561	192.028	1093.34	1184.08	1101.5	1293.6	294.464	426.001	449.484	312.237	256.336	481.222	251.245	447.351	332.079	151.683	267.841	630.708	202.806	221.818	387.573	362.807	717.982	1076.24	1243.16	721.675	232.028	177.35	928.526	443.099	484.363	308.609	205.945	344.781	319.739	536.315
gene:lp_0125	lp_0125	279.927	76.9523	292.396	24.4445	283.826	42.2173	10.7448	269.885	5.98503	2.44207	2.8983	9.86694	38.1099	0	18.4011	72.2135	0.165762	65.0295	0.686553	0.315831	7.11551	5.7483	8.34934	628.977	27.0572	285.228	6.73447	0.910602	3.63786	58.2299	7.57104	60.1771	13.3972	150.79	3.41525	3.52874
gene:lp_0126	lp_0126	6492.19	2608.34	6599.02	4875.82	6120.06	3361.65	1814.38	3165.72	3014.45	3216.58	2513.8	1382.59	973.391	9629.36	7645.74	559.906	4086.67	5051.29	5066.64	4098.52	3053.6	3908.37	3719.65	3020.43	5056.28	2024.36	2127.19	2997.13	4534.53	4723.43	2313.53	3661.7	5427.67	2353.16	5828.62	7629
gene:lp_0127	lp_0127	29.2189	12.612	37.3002	27.742	40.112	40.9802	71.0973	44.5235	8.35522	63.9359	64.4499	12.4196	3.44876	26.3896	23.1616	32.3588	184.025	145.912	284.744	242.697	41.0347	44.5191	39.3351	9.2094	40.4194	7.83466	17.4672	29.2276	5.09599	9.91868	7.9903	2.71997	80.8462	7.0788	8.16771	3.65202
gene:lp_0128	lp_0128	53.5698	32.7306	77.8391	53.9007	88.9858	10.312	11.2208	67.6462	14.6368	57.8739	57.2383	55.2986	30.3126	50.3574	77.3459	142.46	51.7586	86.02	43.4245	45.2628	72.1996	63.2407	54.5285	33.564	27.519	23.6618	6.86234	8.01963	6.95264	13.3517	4.10325	12.4116	12.8304	11.4818	12.4869	5.65045
gene:lp_0129	hsp1	24684	16398.2	27133.7	32402.1	25199.1	9916.07	2636.05	4573	2260.48	5671.01	6797.91	14951.5	22889.1	17906.7	73971.9	53087.7	100506	24275.4	85614.9	76531.9	97566.6	83210.4	51866.7	14476.6	30265.8	13337	2476.82	10288.1	17179.1	19306.9	34612.3	19876.6	27623.4	3894.26	22789.2	14851.8
gene:lp_0130	lp_0130	87.5041	79.3861	52.7263	65.3664	56.9623	33.9437	28.9119	26.6275	2.35464	29.2662	49.0454	0	8.29188	34.8968	478.566	95.1964	385.993	98.8277	213.408	244.71	152.758	117.854	104.329	22.5462	20.7858	13.6819	7.81258	33.0922	72.3686	37.9758	39.7441	45.2728	68.3915	23.402	44.3398	19.8394
gene:lp_0131	lp_0131	56.2156	31.8002	20.3239	26.9959	18.8009	10.712	14.1144	25.9891	2.28069	37.2899	39.0499	0	2.23734	62.7729	179.057	63.1343	211.674	38.0942	134.642	126.004	71.1959	55.0749	55.0862	14.9496	10.5938	12.9458	1.83305	16.8886	70.2714	31.0694	26.4173	36.2882	35.3142	12.2078	31.5287	13.6176
gene:lp_0132	lp_0132	56.3176	64.8866	57.6905	122.599	59.7202	54.1779	110.873	165.258	10.9187	154.836	154.92	6.07381	4.59988	64.5293	218.049	185.99	264.687	73.0989	174.438	172.35	154.198	164.894	147.25	84.2649	133.355	81.5739	36.8075	47.0231	79.9671	71.069	154.514	45.3715	99.4762	24.7093	44.7446	40.2097
gene:lp_0133	lp_0133	15.5745	21.61	21.7963	62.3266	29.2993	34.8712	41.9223	51.7289	31.5931	187.378	119.206	0	0	0	14.3099	18.5695	20.9689	11.7266	6.76283	12.4443	36.2876	41.3717	56.8909	94.4203	76.0882	53.9965	8.04088	22.6605	2.55526	10.8309	9.42036	4.87094	11.698	11.6626	17.47	5.85424
gene:lp_0134	lp_0134	11.7182	15.0318	30.2514	55.2775	45.7043	23.3115	38.9296	48.3984	15.7716	110.218	105.63	0	1.2667	0	8.7729	29.0117	9.1673	32.3514	3.70963	4.91879	22.5236	27.9429	42.0429	107.538	90.459	96.6824	21.2751	14.6964	8.54137	15.5809	49.7934	5.19599	13.2431	30.0298	12.6642	9.6206
gene:lp_0136	lp_0136	79.3484	30.0977	188.317	222.473	184.269	18.3912	18.7939	57.7365	111.584	252.813	240.537	0	3.11751	28.1147	14.3942	33.8286	9.33597	60.6636	8.43939	5.92936	41.8672	35.6703	61.7933	135.901	78.9463	139.921	24.9945	22.5226	24.8113	34.1587	48.5767	50.4801	30.1431	33.5599	24.0694	29.3735
gene:lp_0137	lp_0137	763.359	532.789	1026.37	1160.52	895.335	774.368	546.101	1197.01	548.541	1087.91	1190.2	1278.19	836.779	510.38	1395.85	428.435	189.513	1084.05	156.388	183.7	1341.24	1298.8	1247.83	2171.68	1691.45	3263.09	241.477	263.721	296.336	475.63	624.162	418.02	588.684	275.522	414.213	342.382
gene:lp_0138	lp_0138	120.46	114.743	455.827	713.694	426.433	705.077	915.993	2262.55	346.132	571.504	557.992	57.4814	185.324	87.2419	199.083	86.0614	106.224	249.422	122.56	92.5218	601.001	595.011	641.656	1631.96	1709.09	2741.92	97.827	160.493	131.846	522.739	143.176	85.5413	192.905	163.697	127.43	85.6225
